Distrito,Apartado,Número de archivo,Situación Destino,Destino,Solar
CARABANCHEL,PARQUES Y JARDINES,300.513,CALLE DE CARONTE NUM 14,"NO FIGURA COMO ZONA VERDE EN EL PGOUM-97, AUNQUE SI EN EL REGISTRO.",563.75 m2
CARABANCHEL,PARQUES Y JARDINES,300.569,CALLE DE EL TOBOSO NUM 25,"DOTACIONAL SERVICIO COLECTIVO ZONAS VERDES BÁSICO. ANTIGUA DENOMINACIÓN C/ TOBOSO, 25. CAMBIO DEDENOMINACIÓN POR ACUERDO PLENARIO 21/12/2018.",7586.89 m2
CARABANCHEL,PARQUES Y JARDINES,300.57,CALLE DE EL TOBOSO NUM 41,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4397.90 m2
CARABANCHEL,PARQUES Y JARDINES,301.039,CALLE DE LA GUITARRA NUM 8-16,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1880.63 m2
CARABANCHEL,PARQUES Y JARDINES,301.043,CALLE DE CAZALEGAS NUM 9,"DOTACIONAL DE SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE UBICAN: UNAPISTA DE PETANCA Y MEDIA CANCHA DE BALONCESTO QUE SE DENOMINABA IDB CAZALEGAS, SEGÚN INFORMA ELDISTRITO DE CARABANCHEL. ESTA IDB NO FIGURA EN EL CENSO DE EQUIPAMIENTOS MUNICIPALES 2019, POR LO QUENO SE INCORPORA AL LISTADO DE IDBS.",7510.00 m2
CARABANCHEL,PARQUES Y JARDINES,301.045,CALLE DE BALTANÁS NUM 17,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1366.64 m2
CARABANCHEL,PARQUES Y JARDINES,301.042,CALLE DE NAVAHONDA NUM 7-15,DOTACIONAL DE SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,1826.00 m2
CARABANCHEL,PARQUES Y JARDINES,301.287,AVENIDA POBLADOS NUM 107,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,8000.00 m2
CARABANCHEL,PARQUES Y JARDINES,301.288,AVENIDA POBLADOS NUM 113,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3500.00 m2
CARABANCHEL,PARQUES Y JARDINES,301.29,CALLE BLASÓN NUM 28,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,363.84 m2
CARABANCHEL,PARQUES Y JARDINES,301.42,CALLE DEL ARROYO OPAÑEL S/N C/V SANTA CATALINA LABOURE,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,2549.43 m2
USERA,PARQUES Y JARDINES,300.571,RONDA DE LAS COOPERATIVAS NUM 6,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARQUE URBANO. DENTRO DE SU PERIMETRO SEENCUENTRA UBICADA LA INSTALACIÓN DEPORTIVA BÁSICA PARQUE MUJERES DE ORCASITAS (2 PISTASPOLIDEPORTIVAS, 2 PISTAS DE BALONCESTO Y PISTA DE VOLEIBOL), ANTERIORMENTE DENOMINADA PARQUE MESETA.",36600.00 m2
USERA,PARQUES Y JARDINES,300.572,AVENIDA DE RAFAELA YBARRA NUM 85,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DEL PERIMETRO DEL PARQUE SE ENCUENTRANUBICADOS UN TEMPLETE DE MUSICA, UNA CASETA DE MAQUINARIA, UNA CASETA DE VESTUARIOS, TRES CASETAS DEJARDINEROS, UN QUIOSCO DE BEBIDAS, ASI COMO PISTAS DE BICICLETAS Y BALONCESTO, CAMPO DE FUTBOL, LAINSTALACIÓN DEPORTIVA BÁSICA ""DAVID GONZALEZ RUBIO-PRADOLONGO"" (2 CAMPOS DE FÚTBOL 11 DE CÉSPEDARTIFICIAL. PISTA DE FÚTBOL SALA. PISTA POLIDEPORTIVA CON MARCAJES DE FÚTBOL SALA Y 2 BALONCESTOTRANSVERSALES), SITUADA EN LA CALLE DOCTOR TOLOSA LATOUR, NÚMERO 14 Y LA INSTALACIÓN DEPORTIVA BÁSICA""MARIS STELLA"" (CAMPO DE FÚTBOL 11 DE CÉSPED ARTIFICIAL), SITUADA EN LA CALLE DOCTOR TOLOSA LATOUR,NÚMERO 18.",185000.00 m2
USERA,PARQUES Y JARDINES,300.573,CALLE DEL TORERO NUM 6,"PDOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERIMETRO SE ENCUENTRA LAINSTALACIÓN DEPORTIVA BÁSICA EL TORERO (PISTA DE BALONCESTO Y PISTA DE PATINAJE), SITUADA EN CALLEDEL TORERO, Nº 10 C/V C/ DE ANTONIO LÓPEZ.",7100.00 m2
USERA,PARQUES Y JARDINES,300.574,CALLE DE CERECINOS NUM 1,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADA UNACASETA DE PERSONAL Y LA INSTALACIÓN DEPORTIVA BÁSICA ""PARQUE DE OLOF PALME"", PISTA DE SKATE.",21300.00 m2
USERA,PARQUES Y JARDINES,300.575,CAMINO DE PERALES NUM 90,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. FORMA PARTE DEL PARQUE LINEAL DEL MANZANARES.,27600.00 m2
USERA,PARQUES Y JARDINES,300.579,AVENIDA DE LOS ROSALES NUM 25,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMTERO SE ENCUENTRAUBICADA UNA CASETA DE PERSONAL. PARQUE FORMADO POR TRES FINCAS REGISTRALES; UNA DE ELLAS SEENCONTRABA INSCRITA CON Nº ACTIVO 310000000351 (""AVDA. LOS ROSALES Nº 25"") Y HA SIDO DADA DE BAJA CONFECHA 2/04/2013 PARA ANEXIONARLA A ESTE ACTIVO. LOS DATOS CONSIGNADOS REFERIDOS A SUPERFICIE,LINDEROS Y VALOR CORRESPONDEN AL CONJUNTO DE LAS TRES PARCELAS.",15012.46 m2
USERA,PARQUES Y JARDINES,300.58,CALLE DE SILVINA NUM 35,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,10999.51 m2
USERA,PARQUES Y JARDINES,300.581,CALLE DE PERIANA NUM 27,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3383.26 m2
USERA,PARQUES Y JARDINES,300.582,CALLE DEL OLIGISTO NUM 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2748.36 m2
USERA,PARQUES Y JARDINES,300.583,AVENIDA DE LOS ROSALES NUM 27,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO (UNA PEQUEÑA PARTE ES VÍA PÚBLICA).,8532.00 m2
USERA,PARQUES Y JARDINES,300.584,CALLE DEL SIMCA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,8976.00 m2
USERA,PARQUES Y JARDINES,300.585,CALLE DEL TIBURÓN NUM 2,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,27895.00 m2
USERA,PARQUES Y JARDINES,300.586,ROTONDA C/ DEL SIMCA C/V C/ DEL CENSO NUM 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,1489.00 m2
USERA,PARQUES Y JARDINES,300.587,CAMINO DE PERALES NUM 23,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR-PARQUE LINEAL DEL MANZANARES. APE 12.01,50398.89 m2
USERA,PARQUES Y JARDINES,300.576,CALLE DE ORTIZ CAMPOS NUM 12,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,1786.00 m2
USERA,PARQUES Y JARDINES,300.577,CALLE DE SAN RUPERTO NUM 7,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR(FORMA PARTE DEL PARQUE LINEAL DEL MANZANARES).DENTRO DE SU PERÍMETRO SE ENCUENTRA UNA CASETA DE PERSONAL Y LA INSTALACIÓN DEPORTIVA BÁSICACUÑA-ESTAFETA (TENIS DE MESA), ADCRITA AL DISTRITO POR DECRETO DE FECHA 8 DE MAYO DE 2013 DE LADELEGADA DEL ÁREA DE GOBIERNO DE ECONOMÍA, HACIENDA Y ADMINISTRACIÓN PÚBLICA.",6425.23 m2
USERA,PARQUES Y JARDINES,300.578,CALLE DE EDUARDO BARREIROS NUM 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1300.11 m2
USERA,PARQUES Y JARDINES,300.588,CALLE POPULAR MADRILEÑA NUM 11,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,1957.50 m2
USERA,PARQUES Y JARDINES,300.589,CALLE DE PRIMITIVA GAÑAN NUM 8,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,5473.00 m2
USERA,PARQUES Y JARDINES,301.289,CALLE GAINZA NUM 317,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2376.00 m2
USERA,PARQUES Y JARDINES,301.291,CALLE FITERO NUM 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1957.50 m2
USERA,PARQUES Y JARDINES,301.292,AVENIDA SAN FERMÍN C/V CALLE ESTAFETA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,725.00 m2
USERA,PARQUES Y JARDINES,301.293,CALLE OLIGISTO NUM 3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,774.70 m2
USERA,PARQUES Y JARDINES,301.294,CALLE DOCTOR TOLOSA LATOUR NUM 9,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,24846.00 m2
USERA,PARQUES Y JARDINES,301.295,CALLE JOSÉ BIELSA NUM 10,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,3500.00 m2
USERA,PARQUES Y JARDINES,301.296,AVENIDA SAN FERMÍN C/V C/ ESTAFETA Y POPULAR MADRILEÑA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,725.00 m2
USERA,PARQUES Y JARDINES,301.297,AVENIDA RAFAELA YBARRA NUM 93-103,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAN UBICADOS LAINSTALACIÓN DEPORTIVA BÁSICA FRONTÓN ORCASITAS (FRONTÓN CORTO) Y UN TEMPLETE SITUADO EN LA AVENIDARAFAELA YBARRA FRENTE AL Nº 78.,18375.65 m2
USERA,PARQUES Y JARDINES,301.518,AVENIDA DE LOS POBLADOS NUM 146,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. EN EL INTERIOR DE SU PERÍMETRO SE UBICA LA INSTALACIÓNDEPORTIVA BÁSICA PLAN PARCIAL (PISTA POLIDEPORTIVA CON MARCAJES DE FÚTBOL SALA Y 2 BALONCESTOS TRANSVERSALES). PARCELA DE ALTA EN PMS. ALTA DE INVERSIONES POR OBRAS.,15304.23 m2
USERA,PARQUES Y JARDINES,301.519,CALLE DE LA EXPROPIACIÓN NUM 5,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,9645.58 m2
USERA,PARQUES Y JARDINES,301.52,CALLE GRAN AVENIDA NUM 17 D,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,4540.06 m2
USERA,PARQUES Y JARDINES,301.521,CALLE GRAN AVENIDA NUM 17 A,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,3669.68 m2
USERA,PARQUES Y JARDINES,301.522,CALLE DE LA EXPROPIACIÓN NUM 3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,1005.00 m2
USERA,PARQUES Y JARDINES,301.523,CALLE GRAN AVENIDA NUM 17 C,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,3723.40 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,300.591,AVENIDA DE LA ALBUFERA NUM 142,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADA UNACASETA DE PERSONAL Y ALMACÉN.,66657.10 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,300.592,CALLE DE PEÑA GORBEA NUM 17 B,DOTACIONAL SERVICIOS COLECTIVOS VERDE BÁSICO. ANTES PARQUE SALON DE NUESTRA SEÑORA DEL CARMEN.,4320.74 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,300.593,"CALLE DE EMBAJADORES, 251 C/V RONDA DEL SUR, 8","DOTACIONAL SERVICIOS COLECTIVOS VERDE SINGULAR. DENTRO DEL PERIMETRO DEL PARQUE SE ENCUENTRA UBICADOUN AUDITORIO QUE ,POR DECRETO DE FECHA 10 DE JULIO DE 2013 DE LA DELEGADA DEL ÁREA DE GOBIERNO DEECONOMÍA, HACIENDA Y ADMINISTRACIÓN PÚBLICA, SE HA ADSCRITO AL DISTRITO, UNA CASETA DE PERSONAL YALMACÉN, LA INSTALACIÓN DEPORTIVA BÁSICA DENOMINADA LOS ARBOLITOS (CAMPO DE RUGBY), GESTIONADA POR ELCDM ENTREVÍAS Y UNA PISTA DE PATINAJE. PARCELA DADA DE ALTA EN PMS.",1047462.99 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,300.595,CALLE DE FERNANDO GIRÁLDEZ FRENTE AL NUM 33-51,DOTACIONAL SERVICIOS COLECTIVOS VERDE BÁSICO.,5140.00 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,300.596,CALLE DEL TROLE NUM 7-9,DOTACIONAL SERVICIOS COLECTIVOS ZONA VERDE BÁSICO.,1349.26 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,300.597,CALLE DEL COCHERÓN DE LA VILLA NUM 17-25,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1890.33 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,300.598,CALLE DE EL YESERO NUM 5,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3459.36 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,300.599,CALLE DE EL YESERO NUM 3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3434.18 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,300.6,CALLE DE EL YESERO NUM 1,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DEL PERÍMETRO SE ENCUENTRA UBICADA LAINSTALACIÓN DEPORTIVA MUNICIPAL BÁSICA YESERO (PISTA POLIDEPORTIVA CON MARCAJES DE BALONMANO, FÚTBOLSALA Y BALONCESTO), ADSCRITA AL DISTRITO DE PUENTE DE VALLECAS POR DECRETO DE LA DELEGADA DEL ÁREA DEGOBIERNO DE OBRAS Y EQUIPAMIENTOS POR SU DECRETO DE 28 DE OCTUBRE DE 2021.",3498.24 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,300.601,"AVENIDA DEL CONOCIMIENTO, Nº 2-30 C/V AUTOVÍA M-40",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. PARQUE URBANO.,194436.00 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.065,CALLE DE LA SIERRA DE TOLOÑO C/V AV. DE BUENOS AIRES NUM 9,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARCELA 8: COLONIA DE SAN PABLO.,2065.00 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.066,PLAZA DE MARTINIEZ DE LA RIVA NUM 1-6,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARCELA Nº A(SEGREGACIÓN 1). ZONA 2 OESTE.COLONIA SAN JORGE. PARCELA SEGREGADA DE FINA MATRIZ, EL RESTO FORMA UNA SUPERFICIE DE 4.477 ,35METROS CUADRADOS.",581.40 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.067,PLAZA DE MARTINIEZ DE LA RIVA NUM 7,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARCELA Nº B(SEGREGACIÓN 2). ZONA 2 OESTE.COLONIA SAN JORGE. PARCELA SEGREGADA DE FINA MATRIZ, EL RESTO FORMA UNA SUPERFICIE DE 4.477 ,35METROS CUADRADOS.",785.30 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.068,PLAZA DE SIERRA CARBONERA,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARCELA Nº C (SEGREGACIÓN 3). ZONA 2 OESTE.COLONIA SAN JORGE. PARCELA SEGREGADA DE FINA MATRIZ, EL RESTO FORMA UNA SUPERFICIE DE 4.477 ,35METROS CUADRADOS.",709.18 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.069,CALLE DE UCEDA NUM 66-78,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO(SEGREGACIÓN 1).,768.33 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.07,CALLE DE RODRÍGUEZ ESPINOSA C/V C/ DE JUAN PORTAS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO(SEGREGACIÓN 2).,644.78 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.078,CALLE DE MONTES PIRINEOS C/V C/ DE EDUARDO ROJO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,5341.69 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.079,CALLE PUERTO DE LA BOINAGUA C/V MARTINEZ DE LA RIVA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,8611.39 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.082,CALLE DE LA PEÑA FALCONERA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,1630.40 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.08,CALLE DE MARTÍNEZ DE LA RIVA NUM 108,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,4206.72 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.081,CALLE DE LA PEÑA AMAYA NUM 1-7,ESTÁ CALIFICADO COMO DOTACIONAL VÍA PÚBLICA SECUNDARIA ÁREA ESTANCIAL SEGÚN PGOUM-97,1040.13 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.086,CALLE DOLORES FOLGUERAS C/V C/ PICO DE LA MALICIOSA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,5352.00 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.087,AVENIDA DE PABLO NERUDA NUM 18-26,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2550.00 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.088,AVENIDA DE PABLO NERUDA NUM 14-16,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,2070.00 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.089,AVENIDA DE PABLO NERUDA NUM 2E-10,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3195.00 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.09,TRAVESIA DE FELIPE DE DIEGO NUM 2,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2040.00 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.091,TRAVESIA DE FELIPE DE DIEGO NUM 16,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2418.00 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.092,"CAMINO DE VALDERRIBAS, FRENTE AL NUM 26",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,494.00 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.093,CAMINO DE VALDERRIBAS NUM 16-18,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,922.53 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.094,CALLE DEL IBOR NUM 11 A-C,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1235.00 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.095,CALLE DEL IBOR NUM 17-19,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1220.00 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.096,CALLE DEL DOCTOR BELLIDO NUM 21,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,155.28 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.097,CALLE DEL DOCTOR BELLIDO NUM 23,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,405.72 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.298,PLAZA DEL CINE,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAUBICADO UN TEMPLETE DE MÚSICA SITUADO EN LA PLAZA DEL CINE.,5184.00 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.299,CALLE PUERTO DE BALBARÁN NUM 2-8,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRANUBICADAS LA INSTALACIÓN DEPORTIVA BÁSICA PALOMERAS BAJAS (CAMPO DE FÚTBOL 11 DE CÉSPED ARTIFICIAL,SITUADO EN LA C/ PUERTO DE BALBARÁN Nº 6) Y LA INSTALACIÓN DEPORTIVA PUERTO DE BALBARÁN (PISTA DEVOLEIBOL, SITA EN LA C/ PUERTO DE BALBARÁN Nº 8).",33994.64 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.3,TRAVESIA DE PEDRO LABORDE NUM 1,,1366.15 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.301,CALLE PUERTO DE LA BONAIGUA NUM 20,,925.72 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.302,AVENIDA DEL PADRE LLANOS NUM 12,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRANUBICADAS UNA CASETA DE PERSONAL Y ALMACÉN.,4423.88 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.303,CALLE DE LA COOPERATIVA ELÉCTRICA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4479.94 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.304,AVENIDA RAFAEL ALBERTI NUM 38,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRA INCLUIDO UNTEMPLETE DE MÚSICA Y LA INSTALACIÓN DEPORTIVA BÁSICA DEL JARDÍN DEL PARQUE DE LA PALOMA (PISTA DE BALONCESTO),SITA EN LA AVENIDA DE RAFAEL ALBERTI, 38 Y ADSCRITA AL DISTRITO DE PUENTE DE VALLECAS PORDECRETO DE 5 DE OCTUBRE DE 2021 DE LA DELEGADA DEL ÁREA DE GOBIERNO DE OBRAS Y EQUIPAMIENTOS.",37899.84 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.446,CALLE DE LA SIERRA TOLEDANA C/V C/ DEL ALTO DEL LEÓN,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3039.85 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.447,CALLE DE LA SIERRA TOLEDANAC/VC/DEL PUERTO DE CANENCIA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1474.00 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.448,CALLE DE LA SIERRA TOLEDANA C/V CAMINO DE VALDERRIBAS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAUBICADA UNA CASETA ALMACÉN SITA EN LA C/ DE LA SIERRA TOLEDANA C/V CAMINO DE VALDERRIBAS.,5528.85 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.449,CALLE DEL MONTE CALOBRO NUM 11,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,1671.40 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.45,CALLE DEL PAYASO FOFÓ NUM 13,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAUBICADA LA INSTALACIÓN DEPORTIVA BÁSICA DENOMINADA LA DILIGENCIA (PISTA DE BALONCESTO Y PISTA DEPATINAJE).,67179.54 m2
PUENTE DE VALLECAS,PARQUES Y JARDINES,301.451,PLAZA DEL CINE PARÍS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,997.78 m2
MORATALAZ,ZONAS FORESTALES,300.605,CALLE DE JOSÉ BERGAMÍN NUM 1-5,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. ZONA FORESTAL NO CONSOLIDADA.,42300.00 m2
MORATALAZ,PARQUES Y JARDINES,300.606,CALLE DE MANUEL MARÍA ARRILAGA NUM 29 B,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DEL PERIMETRO DEL PARQUE SE ENCUENTRANUBICADAS UNA BASE DEL SAMUR, UNA CASETA DE PERSONAL Y ALMACÉN, LA INSTALACIÓN DEPORTIVA BÁSICA HOGARDEL FERROVIARIO (CAMPO DE FÚTBOL 7 DE TIERRA), SITUADA EN LA AVENIDA DEL MEDITERRÁNEO SIN NÚMERO Y LAINSTALACIÓN DEPORTIVA BÁSICA PARQUE DARWIN -CUBIERTA PAR-(2 PISTAS DE BALONCESTO), SITUADA EN LAAVENIDA DE MORATALAZ, FRENTE AL Nº 58.",54824.84 m2
MORATALAZ,PARQUES Y JARDINES,300.607,AVENIDA DEL DOCTOR GARCÍA TAPIA NUM 136,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARQUE URBANO ANTES DENOMINADO PARQUE MARTALA.DENTRO DE SU PERIMETRO SE ENCUENTRA UBICADA LA INSTALACIÓN DEPORTIVA BÁSICA MARTALA I (PISTAPOLIDEPORTIVA CON MARCAJES DE FÚTBOL SALA Y 2 BALONCESTOS. 3 TENIS DE MESA Y 3 PISTAS DE CHITO),SITUADA EN LA CALLE PICO DE LOS ARTILLEROS, Nº 5 Y UNA CASETA DE PERSONAL Y ALMACÉN.",30620.00 m2
MORATALAZ,PARQUES Y JARDINES,300.608,CALLE DEL ARROYO FONTARRON NUM 22,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. PARQUE URBANO,42000.00 m2
