Distrito,Apartado,Número de archivo,Situación Destino,Destino,Solar
ARGANZUELA,PARQUES Y JARDINES,301.46,CALLE EMBAJADORES NUM 316 C,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO. DENTRO DE SU PERÍMETRO SEENCUENTRA PARTE DE LA IDB COMPUESTA POR UN CIRCUITO DE BMX AL AIRE LIBRE, DELIMITADO MEDIANTEVALLADO, CON ACCESO DESDE EL PARQUE. EN SU INTERIOR CUENTA CON UNA CONSTRUCCIÓN EN LA ZONA DE ACCESO.LAS GRADAS SE ENCUENTRAN FUERA DE LA DELIMITACIÓN DEL VALLADO. POR DECRETO DE FECHA 29 DE ABRIL DE2010 DEL VICEALCALDE, POR SUSTITUCIÓN DEL DELEGADO DEL ÁREA DE HACIENDA Y ADMINISTRACIÓN PÚBLICA, SEADSCRIBIÓ ESTA IDB AL DISTRITO; EL PUNTO DE VENTA ADSCRITO A LA INSTALACIÓN DEPORTIVA (ZONA B), SEADSCRIBIÓ AL DISTRITO, POR DECRETO DE FECHA 15 DE DICIEMBRE DE 2010 DEL DELEGADO DEL ÁREA DE HACIENDAY ADMINISTRACIÓN PÚBLICA. POR DECRETO DE 24 DE MAYO DE 2022 DE LA DELEGADA DEL ÁREA DE GOBIERNO DEOBRAS Y EQUIPAMIENTOS HA DISPUESTO MODIFICAR EL DECRETO DE ADSCRIPIÓN ANTERIOR EN EL SENTIDO DEMODIFICAR EL ÓRGANO ADMINISTRATIVO AL QUE SE ADSCRIBE EL BIEN, PASANDO DEL DISTRITO DE ARGANZUELA ALÁREA DE GOBIERNO DE CULTURA, TURISMO Y DEPORTE, ÁREA DELEGADA DE DEPORTE.",10332.58 m2
ARGANZUELA,PARQUES Y JARDINES,301.461,CALLE EMBAJADORES NUM 316 C,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA PARTE DE LAIDB COMPUESTA POR UN CIRCUITO DE BMX AL AIRE LIBRE, DELIMITADO MEDIANTE VALLADO, CON ACCESO DESDE ELPARQUE. EN SU INTERIOR CUENTA CON UNA CONSTRUCCIÓN EN LA ZONA DE ACCESO. LAS GRADAS SE ENCUENTRANFUERA DE LA DELIMITACIÓN DEL VALLADO. POR DECRETO DE FECHA 29 DE ABRIL DE 2010 DEL VICEALCALDE, PORSUSTITUCIÓN DEL DELEGADO DEL ÁREA DE HACIENDA Y ADMINISTRACIÓN PÚBLICA, SE ADSCRIBIÓ ESTA IDB ALDISTRITO; EL PUNTO DE VENTA ADSCRITO A LA INSTALACIÓN DEPORTIVA (ZONA B), SE ADSCRIBIÓ AL DISTRITO,POR DECRETO DE FECHA 15 DE DICIEMBRE DE 2010 DEL DELEGADO DEL ÁREA DE HACIENDA Y ADMINISTRACIÓNPÚBLICA. POR DECRETO DE 24 DE MAYO DE 2022 DE LA DELEGADA DEL ÁREA DE GOBIERNO DE OBRAS YEQUIPAMIENTOS HA DISPUESTO MODIFICAR EL DECRETO DE ADSCRIPIÓN ANTERIOR EN EL SENTIDO DE MODIFICAR ELÓRGANO ADMINISTRATIVO AL QUE SE ADSCRIBE EL BIEN, PASANDO DEL DISTRITO DE ARGANZUELA AL ÁREA DEGOBIERNO DE CULTURA, TURISMO Y DEPORTE, ÁREA DELEGADA DE DEPORTE.",15280.00 m2
ARGANZUELA,PARQUES Y JARDINES,301.541,PASEO DE LOS MELANCÓLICOS NUM 34,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO.,3605.03 m2
ARGANZUELA,PARQUES Y JARDINES,301.542,PASEO VIRGEN DEL PUERTO NUM 67D,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO. SE TRATA DE UNA PARCELA CON USOCUALIFICADO SUPERPUESTO DESTINADO A DOTACIONAL ZONAS VERDES PARQUE URBANO SINGULAR (ZV.10) EN SUPARTE SUPERIOR Y A DOTACIONAL VÍA PÚBLICA PRINCIPAL METROPOLITANA (VP.19) EN SU PARTE INFERIOR QUE SECORRESPONDE CON LA AUTOPISTA DE CIRCUNVALACIÓN M30.,16821.89 m2
ARGANZUELA,PARQUES Y JARDINES,301.543,PASEO VIRGEN DEL PUERTO NUM 67B,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO. SE TRATA DE UNA PARCELA CON USOCUALIFICADO SUPERPUESTO DESTINADO A DOTACIONAL ZONAS VERDES PARQUE URBANO SINGULAR (ZV.10) EN SUPARTE SUPERIOR Y A DOTACIONAL VÍA PÚBLICA PRINCIPAL METROPOLITANA (VP.19) EN SU PARTE INFERIOR QUE SECORRESPONDE CON LA AUTOPISTA DE CIRCUNVALACIÓN M30.""",2194.99 m2
ARGANZUELA,PARQUES Y JARDINES,301.544,PASEO VIRGEN DEL PUERTO NUM 67E,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO.,978.46 m2
ARGANZUELA,PARQUES Y JARDINES,301.545,PASEO VIRGEN DEL PUERTO NUM 67C,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO. SE TRATA DE UNA PARCELA CON USOCUALIFICADO SUPERPUESTO DESTINADO A DOTACIONAL VÍA PÚBLICA PRINCIPAL URBANA (VP.03B) EN SU NIVELSUPERIOR Y DOTACIONAL ZONAS VERDES PARQUE URBANO SINGULAR (ZV.12) EN SU NIVEL INFERIOR.,490.18 m2
ARGANZUELA,PARQUES Y JARDINES,301.546,PASEO VIRGEN DEL PUERTO NUM 67A,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO.,1116.19 m2
ARGANZUELA,PARQUES Y JARDINES,301.547,PASEO SAN EPIFANIO NUM 11,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO.,1271.62 m2
ARGANZUELA,PARQUES Y JARDINES,301.54,CALLE SAN EPIFANIO NUM 9,DOTACIONAL SERVICIOS COLECTIVOS ZONA VERDE BÁSICO ZONA VERDE DE BARRIO. BAJO ESTA PARCELA RESULTANTESE ENCUENTRA CONSTRUIDO EL APARCAMIENTO PÚBLICO MUNICIPAL SAN EPIFANIO.,7495.49 m2
RETIRO,PARQUES Y JARDINES,300.087,PLAZA DE LA INDEPENDENCIA NUM 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR.,1181753.00 m2
RETIRO,PARQUES Y JARDINES,300.088,CALLE DE ALFONSO XII NUM 9,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2859.00 m2
RETIRO,PARQUES Y JARDINES,300.089,CALLE DE JUAN ESPLANDIU NUM 4 B,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. ANTES DENOMINADO PARQUE CASA BLANCA. DENTRO DESU PERÍMETRO SE ENCUENTRA UBICADA UNA CASETA DE PERSONAL, ALMACÉN DE HERRAMIENTAS Y MAQUINARIA Y LAIN STALACIÓN DEPORTIVA BÁSICA PARQUE DE ROMA I (PISTA DE FÚTBOL SALA Y PISTA POLIDEPORTIVA), SITUADAEN LA CALLE JUAN ESPLANDIU Nº 4-B Y LA INSTALACIÓN DEPORTIVA BÁSICA PARQUE DE ROMA III (ROCÓDROMO),SITUADA EN LA CALLE ALCALDE SAINZ DE BARANDA, 90.",183270.00 m2
RETIRO,PARQUES Y JARDINES,300.09,PLAZA DE MURILLO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. DECLARADOS DE INTERES GENERAL EN LA CATEGORIADE MONUMENTO.,17500.00 m2
RETIRO,PARQUES Y JARDINES,300.091,PLAZA DE LA LEALTAD,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. JARDINES DECLARADOS BIEN DE INTERES GENERAL ENLA CATEGORIA DE MONUMENTO.,8000.00 m2
RETIRO,PARQUES Y JARDINES,300.096,CALLE DE ANTONIO NEBRIJA NUM 9,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4724.00 m2
RETIRO,PARQUES Y JARDINES,300.1,CALLE DE JOSÉ ANSELMO CLAVÉ NUM 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,145.50 m2
RETIRO,PARQUES Y JARDINES,300.092,CALLE DE LUIS MITJANS NUM 52 A,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,980.22 m2
RETIRO,PARQUES Y JARDINES,300.093,CALLE DE LAS COCHERAS NUM 1-3,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADA LAINSTALACIÓN DEPORTIVA BÁSICA COCHERAS (PISTA DE FÚTBOL, PISTA DE BALONCESTO, PISTA DE PATINAJE, ZONADE PARKOUR -BAJO EL PUNTE DE DOCTOR ESQUERO-), SITUADA EN LA CALLE COCHERAS, 1 Y 3. DOTACIONALSERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADA LA INSTALACIÓNDEPORTIVA BÁSICA COCHERAS (PISTA DE FÚTBOL, PISTA DE BALONCESTO, PISTA DE PATINAJE, ZONA DE PARKOUR-BAJO EL PUNTE DE DOCTOR ESQUERO-), SITUADA EN LA CALLE COCHERAS, 1 Y 3.",8229.00 m2
RETIRO,PARQUES Y JARDINES,300.094,CALLE DE CATALINA SUÁREZ NUM 3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,215.32 m2
RETIRO,PARQUES Y JARDINES,300.095,CALLE DE JÁTIVA NUM 3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1689.00 m2
RETIRO,PARQUES Y JARDINES,300.097,PLAZA DE MARIANO DE CAVIA,"NO FIGURA COMO ZONA VERDE EN EL PGOUM97, AUNQUE SI EN EL REGISTRO.",654.50 m2
RETIRO,PARQUES Y JARDINES,300.099,CALLE DE LUIS PEIDRÓ NUM 6,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRA UNCANTÓN DE LIMPIEZA.,4104.13 m2
RETIRO,PARQUES Y JARDINES,300.105,AVENIDA DE LA CIUDAD DE BARCELONA NUM 184,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. BAJA FINCA Nº 182 DEL INVENTARIO DELAYUNTAMIENTO DE MADRID.,2372.71 m2
RETIRO,PARQUES Y JARDINES,300.106,CALLE DEL PEZ VOLADOR NUM 21,"LA PARCELA SE ENCUENTRA EN PARTE DESTINADA A ZONA VERDE, EN PATE A VIARIO Y EN PARTE ZONA DEPORTIVA,SIENDO LA PARTE DESTINADA A ZONA VERDE UNA PORCIÓN DE LA PARCELA PMS 3.199 (ACTIVO 35-2336 DENOMINADOPARQUE ROMA) POR LO QUE ES POSIBLE QUE EXISTA UNA DOBLE INMATRICULACIÓN.",9060.00 m2
RETIRO,PARQUES Y JARDINES,300.107,CALLE DE ANDRÉS TORREJÓN NUM 19,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,488.75 m2
RETIRO,PARQUES Y JARDINES,301.085,CALLE DE ANGELES GARCÍA MADRID NUM 20,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1788.00 m2
SALAMANCA,PARQUES Y JARDINES,300.108,CALLE DE SALAS NUM 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDE BÁSICO.,677.61 m2
SALAMANCA,PARQUES Y JARDINES,300.109,CALLE DE GOYA NUM 2,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DEBAJO DEL MONUMENTO SITUADO EN DICHOS JARDINESSE ENCUENTRA UBICADA UNA CASETA ALMACEN.,19928.66 m2
SALAMANCA,PARQUES Y JARDINES,300.11,AVENIDA DE BRASILIA NUM 2,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERIMETRO SE ENCUENTRAN UBICADOSUNOS VESTUARIOS DEPORTIVOS Y LA INSTALACIÓN DEPORTIVA BÁSICA PARQUE BREOGÁN (CAMPO DE FÚTBOL 7 DECÉSPED ARTIFICIAL, PISTA DE FÚTBOL SALA, PISTA DE BALONCESTO, 4 PISTAS DE PÁDEL, 2 TENIS DE MESA YCIRCUITO DE FOOTING), SITUADA EN LA AVDA. BRASILIA 2 Y 4.",19750.50 m2
SALAMANCA,PARQUES Y JARDINES,300.111,AVENIDA DE BRASILIA NUM 6,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DEL PERIMETRO DEL PARQUE SE ENCUENTRAUBICADA UNA CASETA DE JARDINEROS.,73900.00 m2
SALAMANCA,PARQUES Y JARDINES,300.112,CALLE DE ENRIQUE D'ALMONTE NUM 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR.,76063.21 m2
SALAMANCA,PARQUES Y JARDINES,300.113,CALLE DEL DOCTOR GÓMEZ ULLA NUM 9,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRAN UBICADOSUNA CASETA DE PERSONAL, UN ALMACÉN Y LA INSTALACIÓN DEPORTIVA BÁSICA EVA DUARTE (2 PISTAS DE BOLOS YPETANCA, PISTA DE CHITO, 2 PISTAS DE PÁDEL, 3 PISTAS POLIDEPORTIVAS Y 2 TENIS DE MESA).",37129.63 m2
SALAMANCA,PARQUES Y JARDINES,300.12,CALLE DE TOMÁS LÓPEZ NUM 8-10,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,743.00 m2
SALAMANCA,PARQUES Y JARDINES,300.121,CALLE DE LA POVEDA NUM 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,773.24 m2
SALAMANCA,PARQUES Y JARDINES,300.122,CALLE DEL PRÍNCIPE DE VERGARA NUM 68,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4509.40 m2
SALAMANCA,PARQUES Y JARDINES,300.118,CALLE DE JOSÉ PICÓN NUM 26,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,867.32 m2
SALAMANCA,PARQUES Y JARDINES,300.119,CALLE DE RAMÓN DE AGUINAGA C/V C/ RUFINO BLANCO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3628.12 m2
SALAMANCA,PARQUES Y JARDINES,300.123,CALLE DE JUAN BRAVO NUM 3 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,616.20 m2
SALAMANCA,PARQUES Y JARDINES,300.124,CALLE DE JUAN BRAVO NUM 3-C,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1569.80 m2
SALAMANCA,PARQUES Y JARDINES,300.125,"CALLE DE MARTÍNEZ IZQUIERDO, 57 C/V C/ DE LUIS CALVO",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,815.41 m2
SALAMANCA,PARQUES Y JARDINES,300.126,AVENIDA DE BAVIERA NUM 15,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1387.39 m2
SALAMANCA,PARQUES Y JARDINES,300.127,AVENIDA DE LA GUINDALERA NUM 3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3676.24 m2
SALAMANCA,PARQUES Y JARDINES,300.128,PLAZA DE BURDEOS NUM 1-4,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2861.52 m2
SALAMANCA,PARQUES Y JARDINES,300.129,PLAZA DE BASILEA NUM 1-3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1249.99 m2
SALAMANCA,PARQUES Y JARDINES,300.13,CALLE DE BRESCIA NUM 1-3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,777.28 m2
SALAMANCA,PARQUES Y JARDINES,300.131,CALLE DE BRESCIA NUM 2,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1832.48 m2
SALAMANCA,PARQUES Y JARDINES,300.132,CALLE DE BOSTON NUM 1A,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA INCLUIDA LAINSTALACIÓN DEPORTIVA BÁSICA BOSTON: PISTA POLIDEPORTIVA CUBIERTA (MARCAJES DE BALONCESTO, FÚTBOLSALA Y BALONMANO) Y TENIS DE MESA, SITA EN LA CALLE BOSTON, 1.",3521.57 m2
SALAMANCA,PARQUES Y JARDINES,300.133,AVENIDA DE AMÉRICA NUM 38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,125.41 m2
SALAMANCA,PARQUES Y JARDINES,300.134,AVENIDA DE BAVIERA NUM 12,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1960.16 m2
SALAMANCA,PARQUES Y JARDINES,300.135,AVENIDA DE BRASILIA NUM 37-39,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,421.43 m2
SALAMANCA,PARQUES Y JARDINES,300.136,CALLE DE BERLIN NUM 5 D,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,639.13 m2
SALAMANCA,PARQUES Y JARDINES,300.137,CALLE DE BERLIN NUM 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1527.86 m2
SALAMANCA,PARQUES Y JARDINES,300.138,CALLE DE BERLIN NUM 4,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,193.79 m2
SALAMANCA,PARQUES Y JARDINES,300.139,PLAZA DE VENECIA NUM 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,278.23 m2
SALAMANCA,PARQUES Y JARDINES,300.14,CALLE DE BERNA NUM 5-11,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,532.01 m2
SALAMANCA,PARQUES Y JARDINES,300.141,AVENIDA DE BRUSELAS C/V AVENIDA DE BONN,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1484.37 m2
SALAMANCA,PARQUES Y JARDINES,300.142,CALLE DE BERNA NUM 1-3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,299.01 m2
SALAMANCA,PARQUES Y JARDINES,300.143,AVENIDA DE BONN NUM 6,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1763.83 m2
SALAMANCA,PARQUES Y JARDINES,300.144,CALLE DE BOLONIA NUM 2,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1015.82 m2
SALAMANCA,PARQUES Y JARDINES,300.145,AVENIDA DE BONN NUM 10,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,568.39 m2
SALAMANCA,PARQUES Y JARDINES,300.146,AVENIDA DE BRUSELAS NUM 51,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,203.86 m2
SALAMANCA,PARQUES Y JARDINES,300.147,PLAZA DE BURDEOS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,411.75 m2
SALAMANCA,PARQUES Y JARDINES,300.148,AVENIDA DE BRUSELAS C/V C/ DE LUIS CALVO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,6093.02 m2
SALAMANCA,PARQUES Y JARDINES,300.149,CALLE DE BREMEN C/V C/ ARROYO DEL CANALILLO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2040.63 m2
SALAMANCA,PARQUES Y JARDINES,300.15,CALLE DE BAYONA NUM 1-11,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,707.26 m2
SALAMANCA,PARQUES Y JARDINES,300.151,PLAZA DE BASILEA NUM 2-6,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1657.75 m2
SALAMANCA,PARQUES Y JARDINES,300.152,AVENIDA DE BRUSELAS NUM 44-46,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,593.24 m2
SALAMANCA,PARQUES Y JARDINES,300.153,CALLE VILLAFRANCA NUM 19,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,812.29 m2
SALAMANCA,PARQUES Y JARDINES,301.051,PLAZA DE AMÉRCIA ESPAÑOLA NUM 4,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,53029.13 m2
SALAMANCA,PARQUES Y JARDINES,301.052,CALLE DE HERMOSILLA C/V C/ DE LANUZA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,249.94 m2
SALAMANCA,PARQUES Y JARDINES,301.21,CALLE DE RAFAELA BONILLA NUM 10,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,115.04 m2
SALAMANCA,PARQUES Y JARDINES,301.265,CALLE ARDEMANS NUM 69,,525.00 m2
CHAMARTÍN,PARQUES Y JARDINES,300.154,CALLE DE VÍCTOR DE LA SERNA NUM 21 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADA UNACASETA DE PERSONAL DE JARDINERÍA.,8380.27 m2
CHAMARTÍN,PARQUES Y JARDINES,300.155,CALLE DE DOCTOR FLEMING NUM 40,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,11464.77 m2
CHAMARTÍN,PARQUES Y JARDINES,300.156,CALLE MAURICIO LEGENDRE C/V C/ JOSE VASCONCELOSC/V A C/ JOSE VASCONCELOS,VERDE BÁSICO.,1662.00 m2
CHAMARTÍN,PARQUES Y JARDINES,300.157,PASEO DE LA CASTELLANA NUM 78 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DEL PERIMETRO DEL PARQUE SE ENCUENTRAUBICADA UNA CASETA DE JARDINEROS.,15100.00 m2
CHAMARTÍN,PARQUES Y JARDINES,300.158,CALLE DEL PRINCIPE DE VERGARA NUM 148,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3985.00 m2
CHAMARTÍN,PARQUES Y JARDINES,300.159,AVENIDA DE RAMON Y CAJAL NUM 2,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DEL PERIMETRO DEL PARQUE SE ENCUENTRAUBICADO UN AUDITORIO (ADSCRITO AL DISTRITO DE CHAMARTÍN POR DECRETO DE 27 DE FEBRERO DE 2013 DE LA DELEGADA DEL ÁREA DE GOBIERNO DE ECONOMÍA, HACIENDA Y ADMINISTRACIÓN PÚBLICA), UN TEMPLETE DE MÚSICA(CALLE SAN ERNESTO, 6) Y EN EL SUBSUELO UN EVACUATORIO. IGUALMENTE SE ENCUENTRAN UBICADOS UN QUIOSCOBIBLIOTECA, LA INSTALACIÓN DEPORTIVA BÁSICA PARQUE DE BERLÍN: PISTA POLIDEPORTIVA (MARCAJES DE FÚTBOLSALA Y 2 BALONCESTOS TRANSVERSALES) Y PISTA DE CHITO, SITO EN LA CALLE MARCENADO, Nº 51 Y UNA CASETADE PERSONAL DE JARDINERÍA.",59490.47 m2
CHAMARTÍN,PARQUES Y JARDINES,300.16,CALLE DEL PADRE CLARET NUM 38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,15500.00 m2
CHAMARTÍN,PARQUES Y JARDINES,300.165,CALLE DEL PALMITO NUM 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1236.63 m2
CHAMARTÍN,PARQUES Y JARDINES,300.166,CALLE DE RECAREDO NUM 10,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,654.53 m2
CHAMARTÍN,PARQUES Y JARDINES,300.167,CALLE DEL CORAZÓN DE MARÍA NUM 18,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4624.00 m2
CHAMARTÍN,PARQUES Y JARDINES,300.17,CALLE DE MARTÍN MACHÍO NUM 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,438.30 m2
CHAMARTÍN,PARQUES Y JARDINES,300.161,AVENIDA DE LA PAZ C/V CUESTA SAGRADO CORAZÓNAVDA. DE LA PAZ C/V CUESTA SAGRADO CORAZÓN.,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,19001.42 m2
CHAMARTÍN,PARQUES Y JARDINES,300.162,CALLE DE PRADILLO NUM 25,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,105.05 m2
CHAMARTÍN,PARQUES Y JARDINES,300.163,PLAZA DE VALPARAÍSO,ZONA VERDE BÁSICA. EN EL SUBSUELO HA SIDO PROYECTADA Y APROBADA LA EJECUCIÓN DE UN APARCAMIENTO PARARESIDENTES.,945.00 m2
CHAMARTÍN,PARQUES Y JARDINES,300.164,CALLE DEL PRINCIPE DE VERGARA NUM 141,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE UBICA UNAESCULTURA DE UN TABLERO DE AJEDREZ GIGANTE MÁS SEIS FIGURAS DE AJEDREZ DE DIVERSOS TAMAÑOS.,5556.00 m2
CHAMARTÍN,PARQUES Y JARDINES,300.168,CALLE DE COLOMBIA NUM 59,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. IDB COLOMBIA (PISTA DE PATINAJE). ADSCRITA ALDISTRITO DE CHAMARTÍN POR DECRETO DE 27 DE FEBERO DE 2013 DE LA DELEGADA DEL ÁREA DE GOBIERNO DEECONOMÍA, HACIENDA Y ADMINISTRACIÓN PÚBLICA. ESTE ACTIVO ES PARTE DE LOS JARDINES DE JUANITA REINA,CUYA DENOMINACIÓN FUE APROBADA POR EL PLENO DEL DISTRITO DE CHAMARTIN EL 09/04/2015.",616.00 m2
CHAMARTÍN,PARQUES Y JARDINES,300.169,CALLE DE VINAROZ NUM 29,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1959.50 m2
CHAMARTÍN,PARQUES Y JARDINES,300.171,CALLE DE LOS CONDES DEL VAL NUM 19,PARCELA QUE LA MITAD DE SU SUPERFICIE SE ENCUENTRA DENTRO DE UNA ZONA AJARDINADA DEL EDIFICIO DE LACALLE ALBERTO ALCÓCER Nº 30 Y LA OTRA MITAD FORMA PARTE DE LA VÍA PÚBLICA CALLE DE LOS CONDES DELVAL.,40.50 m2
CHAMARTÍN,PARQUES Y JARDINES,300.172,CALLE DE LOS CONDES DEL VAL NUM 19 BIS,PARCELA QUE LA MITAD DE SU SUPERFICIE SE ENCUENTRA DENTRO DE UNA ZONA AJARDINADA DEL EDIFICIO DE LACALLE ALBERTO ALCÓCER Nº 30 Y LA OTRA MITAD FORMA PARTE DE LA VÍA PÚBLICA CALLE DE LOS CONDES DELVAL.,37.80 m2
CHAMARTÍN,PARQUES Y JARDINES,301.037,CALLE DE PUERTO RICO NUM 56,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2700.00 m2
