,TIPO,NOMBRE,DIRECCION,DESCRIPCION,LATITUD,LONGITUD
85,Salas espectaculos,Cine Cinesa Méndez Álvaro,CALLE ACANTO 2.0,CinesFilmotecas,40.396541482879385,-3.675556779491976
86,Salas espectaculos,Cine Cinesa Proyecciones,CALLE FUENCARRAL 136.0,CinesFilmotecas,40.431491248346006,-3.703242682577312
87,Salas espectaculos,Cine Estudio Círculo de Bellas Artes,CALLE MARQUES DE CASA RIERA 4.0,CinesFilmotecas,40.41782839104989,-3.696207041222261
88,Salas espectaculos,Cine mk2 Paz,CALLE FUENCARRAL 125.0,CinesFilmotecas,40.4308674226062,-3.703382726546904
89,Salas espectaculos,Cine Palacio de la Prensa,PLAZA CALLAO 4.0,CinesFilmotecas,40.41985083351601,-3.705509837957632
90,Salas espectaculos,Cine Renoir Retiro,CALLE NARVAEZ 42.0,CinesFilmotecas,40.42008429895522,-3.6763016832755295
91,Salas espectaculos,Cine Sala Berlanga,CALLE ANDRES MELLADO 53.0,CinesFilmotecas,40.43593121735638,-3.714414978591487
92,Salas espectaculos,Cine Verdi,CALLE BRAVO MURILLO 28.0,CinesFilmotecas,40.4366394181734,-3.7040768464753553
93,Salas espectaculos,Cine Yelmo Luxury Palafox,CALLE LUCHANA 15.0,CinesFilmotecas,40.430081135559696,-3.70090220334248
94,Salas espectaculos,Cines Callao,PLAZA CALLAO 3.0,CinesFilmotecas,40.42001814188945,-3.705478580707271
95,Salas espectaculos,Cines Embajadores,GLORIETA SANTA MARIA DE LA CABEZA 5.0,CinesFilmotecas,40.40070476221974,-3.698541454850656
96,Salas espectaculos,Cineteca Madrid,PLAZA LEGAZPI 8.0,CinesFilmotecas,40.39130985242181,-3.695802844205408
97,Salas espectaculos,Filmoteca Española. Cine Doré,CALLE SANTA ISABEL 3.0,CinesFilmotecas,40.411807323876616,-3.69922751452095
98,Salas espectaculos,Odeón Multicines Alcalá Norte,CALLE ALCALA 414.0,CinesFilmotecas,40.417217086707446,-3.702246784024105
99,Salas espectaculos,Pequeño Cine Estudio,CALLE MAGALLANES 1.0,CinesFilmotecas,40.43245465882511,-3.705374393133892
100,Salas espectaculos,Yelmo Cines Ideal,CALLE DOCTOR CORTEZO 6.0,CinesFilmotecas,40.41381195334125,-3.703799959506574
101,Salas espectaculos,Auditorio al aire libre. Parque Enrique Tierno Galván,AVENIDA PLANETARIO 18.0,AuditoriosSalasConcierto,40.390944081814816,-3.685391155439898
