,TIPO,NOMBRE,DIRECCION,DESCRIPCION,LATITUD,LONGITUD
223,Monumentos,Fernando IV,Pº República Argentina N/A o N/D,Estatua,40.41682839862559,-3.688211524088621
224,Monumentos,Fernando V El Católico,No disponible,Estatua,40.41990466560657,-3.714257901714999
225,Monumentos,Fernando VI,Pza Villa de París N/A o N/D,Estatua,40.42534660560915,-3.693461684609889
226,Monumentos,Fernán González 1er Conde Independiente de Castilla,Pza Oriente N/A o N/D,Estatua,40.41882635128095,-3.712348739846992
227,Monumentos,Fernández Caballero Manuel,C Cervantes 34,"Elemento conmemorativo, Lápida",40.41427619531565,-3.696176787080877
228,Monumentos,Fernández Valliciergo Vicente,C Ballesta 7,"Elemento conmemorativo, Lápida",40.42164607911503,-3.7035376263546262
229,Monumentos,Florestán Aguilar,C Florestán Aguilar 1,"Elemento conmemorativo, Lápida",40.43054594113809,-3.67036076022004
230,Monumentos,Fomento,PASEO CASTELLANA 67,Escultura conceptual o abstracta,40.44433427285205,-3.691993325190449
231,Monumentos,Fortuna,CALLE GUZMAN EL BUENO 137,Grupo Escultórico,40.44420091117868,-3.712595448820414
232,Monumentos,Francisco Alonso,CALLE ALCALA 1,Estatua,40.417217086707446,-3.702246784024105
233,Monumentos,Francisco de Asis de Borbón,PASEO VIRGEN DEL PUERTO 1,Estatua,40.41884303920882,-3.719998772058356
234,Monumentos,Francisco de Goya,C Alcalá N/A o N/D,Estatua,40.42486872125298,-3.675267304340858
235,Monumentos,Francisco de Paula Martí Mora,Pº El Salvador N/A o N/D,Grupo Escultórico,40.419496057842544,-3.680435420294789
236,Monumentos,Francisco de Quevedo y Villegas,C Huertas 43,"Elemento conmemorativo, Lápida",40.41348151379696,-3.697983700753655
237,Monumentos,Francisco de Quevedo y Villegas,GLORIETA QUEVEDO 1,Grupo Escultórico,40.43304773137294,-3.704338607778009
238,Monumentos,Francisco de Quevedo y Villegas,C Lope de Vega 17,"Elemento conmemorativo, Lápida",40.41375361792839,-3.6976800650647377
239,Monumentos,Francisco Largo Caballero,PASEO CASTELLANA 1,Estatua,40.42593095487881,-3.6907524317049822
240,Monumentos,Francisco Largo Caballero,PLAZA CHAMBERI 4,"Elemento conmemorativo, Lápida",40.43305957226368,-3.6971236062808535
241,Monumentos,Francisco Navarro Ledesma,C Serrano 72,"Elemento conmemorativo, Lápida",40.4300980813354,-3.686802382043713
242,Monumentos,Francisco Piquer,Pza Descalzas N/A o N/D,Estatua,40.41797341013827,-3.7059982474582585
243,Monumentos,Francisco Tomás y Valiente,CALLE DOMENICO SCARLATTI 6,"Elemento conmemorativo, Lápida",40.44136939930756,-3.717050940189064
244,Monumentos,Francisco Villaespesa,CALLE GALILEO 12,"Elemento conmemorativo, Lápida",40.43091853815551,-3.71033171269964
245,Monumentos,Frascuelo,C Arenal 22,"Elemento conmemorativo, Lápida",40.41758525521781,-3.707597235737575
246,Monumentos,Frases en pavimento urbano eje Museo del Prado- Palacio de Oriente,Pza Ángel 9,"Elemento conmemorativo, Lápida",40.41762241274892,-3.711817408992325
247,Monumentos,Fray Francisco Cabezas,Pza San Francisco el Grande 1,"Elemento conmemorativo, Lápida",40.41072446942519,-3.714255119386815
248,Monumentos,Fray Pedro Ponce de León,Pº Duque de Fernán Núñez N/A o N/D,Estatua,40.42027111743815,-3.6819166768312734
249,Monumentos,Fuente Amanecer,Pza Amanecer en Méndez Álvaro N/A o N/D,"Fuente, Estanque, Lámina de agua",40.39902851287807,-3.684836805678578
250,Monumentos,Fuente baja del parque Enrique Tierno Galván,No disponible,"Fuente, Estanque, Lámina de agua",40.39318106339244,-3.684930739029544
251,Monumentos,Fuente Carlos Jiménez Díaz,PLAZA CRISTO REY 1,"Fuente, Estanque, Lámina de agua",40.43878101486947,-3.7171248394815817
252,Monumentos,Fuente cascada del Museo al aire libre,Pº Castellana 41,"Fuente, Estanque, Lámina de agua",40.43298973356181,-3.686843591722476
253,Monumentos,Fuente circular del parque Fuente del Berro,No disponible,"Fuente, Estanque, Lámina de agua",40.42294092958604,-3.66278805659076
254,Monumentos,Fuente circular del parque María Eva Duarte de Perón,No disponible,"Fuente, Estanque, Lámina de agua",40.42942888935168,-3.668793496080871
255,Monumentos,Fuente circular en la calle Gasómetro,Pº Doctor Vallejo Nájera s/n,"Fuente, Estanque, Lámina de agua",40.40234824612018,-3.7080386692403
256,Monumentos,Fuente con canal  del parque Enrique Tierno Galván II,No disponible,"Fuente, Estanque, Lámina de agua",40.39403296474066,-3.685599219016461
257,Monumentos,Fuente con canal del parque Enrique Tierno Galván I,No disponible,"Fuente, Estanque, Lámina de agua",40.393521573073095,-3.6852405449257777
258,Monumentos,Fuente con escudo de Madrid,Pº Bolivia N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41982069204882,-3.68191212874135
259,Monumentos,Fuente de Apolo,Pº Prado N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41722670862634,-3.693920512235174
260,Monumentos,Fuente de Cabestreros,C Mesón de Paredes N/A o N/D,"Fuente, Estanque, Lámina de agua",40.40941828087731,-3.703952415893436
261,Monumentos,Fuente de Cibeles,Pza Cibeles N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41933077691551,-3.693093437185058
262,Monumentos,Fuente de Cupido de La Rosaleda,Pº Duque de Fernán Núñez N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41105459091566,-3.680432890481266
263,Monumentos,Fuente de entrada a los Jardines Sabatini,Gta San Vicente N/A o N/D,"Fuente, Estanque, Lámina de agua",40.42146982110401,-3.713189980431598
264,Monumentos,Fuente de Isabel II o de los galápagos,PLAZA NICARAGUA 1,"Fuente, Estanque, Lámina de agua",40.41888994379542,-3.685332498113362
265,Monumentos,Fuente de la Alcachofa,Pza Honduras N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41540160383906,-3.68422485909162
266,Monumentos,Fuente de la antigua Embajada Británica,CALLE FERNANDO EL SANTO 16,"Fuente, Estanque, Lámina de agua",40.42805215748539,-3.6925099361791545
267,Monumentos,Fuente de la Cebada,C Toledo N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41124703456592,-3.708391220008587
268,Monumentos,Fuente de la Cruz Verde,Pza Cruz Verde N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41417195604418,-3.711816406452354
269,Monumentos,Fuente de la Gaviota,No disponible,"Fuente, Estanque, Lámina de agua",40.41431954857871,-3.6782734816062783
270,Monumentos,Fuente de la Puerta de la Independencia,Pº México N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41955219159853,-3.6876970570566696
271,Monumentos,Fuente de la Salud del Retiro,No disponible,"Fuente, Estanque, Lámina de agua",40.42042814130036,-3.68431114650232
272,Monumentos,Fuente de las Cuatro náyades o de las Sirenas,No disponible,"Fuente, Estanque, Lámina de agua",40.42001263008302,-3.686016128503733
273,Monumentos,Fuente de los Caños del Peral,Pza Isabel II N/A o N/D,"Fuente, Estanque, Lámina de agua",40.417998035822606,-3.709334274678652
274,Monumentos,Fuente de los Cuarteles de Daoiz y Velarde,Avda Ciudad de Barcelona 160,"Fuente, Estanque, Lámina de agua",40.40207243314151,-3.677384555336
275,Monumentos,Fuente de los jardines Enrique Herreros,CALLE CEA BERMUDEZ 2,"Fuente, Estanque, Lámina de agua",40.43886167817721,-3.705715607409165
276,Monumentos,Fuente de los Libros,Pza Dalí N/A o N/D,"Fuente, Estanque, Lámina de agua",40.42399799241463,-3.6747281262399625
277,Monumentos,Fuente de los Patos,Pº Prado N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41820528105207,-3.692987589271767
278,Monumentos,Fuente de Mariano de Cavia,Pza Mariano de Cavia N/A o N/D,"Fuente, Estanque, Lámina de agua",40.40745145335411,-3.678817366345674
279,Monumentos,Fuente de Orfeo,Pza Provincia N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41489986719542,-3.706237214108381
280,Monumentos,Fuente de San Antón,C Hortaleza N/A o N/D,"Fuente, Estanque, Lámina de agua",40.424461852926335,-3.69826222688976
281,Monumentos,Fuente de Santa Isabel,C Santa Isabel 48,"Fuente, Estanque, Lámina de agua",40.409393804622944,-3.696091116260337
282,Monumentos,Fuente de Sevilla,GLORIETA SEVILLA N/A o N/D,"Fuente, Estanque, Lámina de agua",40.42004278090423,-3.680873418964599
283,Monumentos,Fuente de taza baja Jardín Príncipe de Anglona,Pza Paja N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41346173863042,-3.711573194776683
284,Monumentos,Fuente de Tudescos,Pza Soledad Torres Acosta N/A o N/D,"Fuente, Estanque, Lámina de agua",40.421660893371424,-3.7055417089228015
285,Monumentos,Fuente del Barrio del Niño Jesús,Pza Menéndez Pelayo N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41296906695523,-3.676586265805554
286,Monumentos,Fuente del Berro,C Peñascales N/A o N/D,"Fuente, Estanque, Lámina de agua",40.42321891011424,-3.66301475894553
287,Monumentos,Fuente del Canal Isabel II,CALLE SANTA ENGRACIA 125,"Fuente, Estanque, Lámina de agua",40.439181291372726,-3.700773621276797
288,Monumentos,Fuente del monumento a Isabel la Católica,PASEO CASTELLANA 1,"Fuente, Estanque, Lámina de agua",40.42593095487881,-3.6907524317049822
289,Monumentos,Fuente del niño o fuente de Finlandia,Pº Prado N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41858081070881,-3.6934629336809657
290,Monumentos,Fuente del palacio del marqués de Salamanca,Pº Recoletos N/A o N/D,"Fuente, Estanque, Lámina de agua",40.42157532677167,-3.691371878553812
291,Monumentos,Fuente del parque de Roma,No disponible,"Fuente, Estanque, Lámina de agua",40.416580392275975,-3.6612404824656486
292,Monumentos,Fuente del parque Emir Mohamed I,No disponible,"Fuente, Estanque, Lámina de agua",40.4146312991556,-3.714756106087439
293,Monumentos,Fuente del pequeño tritón,No disponible,"Fuente, Estanque, Lámina de agua",40.42018344186863,-3.686076801439248
294,Monumentos,Fuente del río Lozoya,CALLE BRAVO MURILLO 49,"Fuente, Estanque, Lámina de agua",40.43935627177327,-3.704371546221416
295,Monumentos,Fuente Egipcia,Pº Venezuela N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41572115428243,-3.683509102257356
296,Monumentos,Fuente en cascada antigua Mariblanca,Pº Recoletos N/A o N/D,"Fuente, Estanque, Lámina de agua",40.42066601104792,-3.6927770865945337
297,Monumentos,Fuente en la avenida de Brasilia,Avda Brasilia N/A o N/D,"Fuente, Estanque, Lámina de agua",40.43844646494944,-3.661041991608827
298,Monumentos,Fuente en la calle Argumosa,C Argumosa N/A o N/D,"Fuente, Estanque, Lámina de agua",40.40772418049624,-3.696580685755949
299,Monumentos,Fuente en la calle Bravo Murillo,CALLE BRAVO MURILLO 1,"Fuente, Estanque, Lámina de agua",40.43406413409929,-3.704544691262899
300,Monumentos,Fuente en la calle Brescia,C Brescia 1,"Fuente, Estanque, Lámina de agua",40.43663484651211,-3.664325572838543
301,Monumentos,Fuente en la calle Canarias,C Canarias 52-54,"Fuente, Estanque, Lámina de agua",40.401546609138926,-3.690129909960441
302,Monumentos,Fuente en la calle Espejo,C Espejo 8,"Fuente, Estanque, Lámina de agua",40.41686065537711,-3.709699512693807
303,Monumentos,Fuente en la entrada principal del parque Fuente del Berro,No disponible,"Fuente, Estanque, Lámina de agua",40.42203154009497,-3.662696615791068
304,Monumentos,Fuente en la plaza Beata María Ana de Jesús I,Pza Beata María Ana de Jesús N/A o N/D,"Fuente, Estanque, Lámina de agua",40.39406081350081,-3.69451923547792
305,Monumentos,Fuente en la plaza Beata María Ana de Jesús II,Pza Beata María Ana de Jesús N/A o N/D,"Fuente, Estanque, Lámina de agua",40.39436469646439,-3.694922981621886
306,Monumentos,Fuente en la plaza Conde Valle de Suchil,PLAZA CONDE DEL VALLE DE SUCHIL 1,"Fuente, Estanque, Lámina de agua",40.43026814826914,-3.707662842091588
307,Monumentos,Fuente en la plaza del Mármol,Pza Mármol N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41733692694047,-3.67991861088905
308,Monumentos,Fuente en la plaza del Rey,Pza Rey N/A o N/D,"Fuente, Estanque, Lámina de agua",40.42021292894184,-3.696214407557173
309,Monumentos,Fuente en los jardines Doña Concha Piquer,No disponible,"Fuente, Estanque, Lámina de agua",40.40208309264634,-3.7145290922710448
310,Monumentos,Fuente Grande de Arganzuela,Pº Yeserías N/A o N/D,"Fuente, Estanque, Lámina de agua",40.39747111676663,-3.708564970809389
311,Monumentos,Fuente Géminis,CALLE RAIMUNDO FERNANDEZ VILLAVERDE 34,"Fuente, Estanque, Lámina de agua",40.44579601864287,-3.698294649354976
312,Monumentos,Fuente mural con escudo de Madrid,No disponible,"Fuente, Estanque, Lámina de agua",40.42182788130753,-3.660502075387203
313,Monumentos,Fuente mural de la plaza Biombo,Pza Biombo 4,"Fuente, Estanque, Lámina de agua",40.415984905102896,-3.7114701206664815
314,Monumentos,Fuente mural de la plaza de los Carros,Pza Carros N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41157126680711,-3.711341132468749
315,Monumentos,Fuente mural en cascada,No disponible,"Fuente, Estanque, Lámina de agua",40.42322292578328,-3.6607396945497617
316,Monumentos,Fuente mural en la calle Segovia,C Segovia 23,"Fuente, Estanque, Lámina de agua",40.41363043223164,-3.7134372243085623
317,Monumentos,Fuente mural en la Cuesta de la Vega,Gta Boccherini N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41478929623968,-3.7154296146948833
318,Monumentos,Fuente nueva de la Alcachofa,Pza Emperador Carlos V N/A o N/D,"Fuente, Estanque, Lámina de agua",40.4086973897612,-3.6920414956133136
319,Monumentos,Fuente octogonal del palacio del marqués de Salamanca,Pº Recoletos N/A o N/D,"Fuente, Estanque, Lámina de agua",40.42137601209444,-3.691558442293139
320,Monumentos,Fuente ornamental General Maroto,Pza General Maroto N/A o N/D,"Fuente, Estanque, Lámina de agua",40.39364080613542,-3.698438635231043
321,Monumentos,Fuente pilón Campo del Moro,PASEO BAJO DE LA VIRGEN DEL PUERTO 1,"Fuente, Estanque, Lámina de agua",40.41322737904346,-3.721626244435393
322,Monumentos,Fuente pilón circular de la plaza de los Carros,Pza Carros N/A o N/D,"Fuente, Estanque, Lámina de agua",40.411724338194354,-3.7113545303820463
323,Monumentos,Fuente pilón Cuesta Ciegos,Ctra Ciegos N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41370204386678,-3.714970215250616
324,Monumentos,Fuente pilón Vistillas,Pza Gabriel Miró N/A o N/D,"Fuente, Estanque, Lámina de agua",40.412573727157664,-3.715323645873284
325,Monumentos,Fuente Pirámides,Gta Pirámides N/A o N/D,"Fuente, Estanque, Lámina de agua",40.40090400184598,-3.7143516468241335
326,Monumentos,Fuente Platerías Martínez,Pza Platería de Martínez N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41265862452866,-3.694003233427888
327,Monumentos,Fuente plaza Alonso Martínez,PLAZA ALONSO MARTINEZ 1,"Fuente, Estanque, Lámina de agua",40.42802097267058,-3.696471403388118
328,Monumentos,Fuente plaza de Chamberí,PLAZA CHAMBERI 1,"Fuente, Estanque, Lámina de agua",40.43286115363137,-3.697578292926501
329,Monumentos,Fuente plaza de Olavide,PLAZA OLAVIDE 1,"Fuente, Estanque, Lámina de agua",40.432259903256565,-3.70107620429498
330,Monumentos,Fuente plaza Juan Zorrilla,PLAZA JUAN ZORRILLA 1,"Fuente, Estanque, Lámina de agua",40.441765223823495,-3.704351175538283
331,Monumentos,Fuente plaza San Juan de la Cruz,PLAZA SAN JUAN DE LA CRUZ 1,"Fuente, Estanque, Lámina de agua",40.440945026222586,-3.693010697595121
332,Monumentos,Fuente Santa María de la Cabeza,Gta Santa María de la Cabeza N/A o N/D,"Fuente, Estanque, Lámina de agua",40.40104195705321,-3.6991514684363818
333,Monumentos,Fuentecilla del Leal,C Toledo N/A o N/D,"Fuente, Estanque, Lámina de agua",40.40939133533817,-3.709833184867591
334,Monumentos,Fuentecillas del Jardín Botánico,Pza Murillo 2,"Fuente, Estanque, Lámina de agua",40.41212892414102,-3.692194509968553
335,Monumentos,Fuentecillas del Prado,Pº Prado N/A o N/D,"Fuente, Estanque, Lámina de agua",40.4123854405342,-3.69298681376318
336,Monumentos,Fuentecita columna torsa. Jardín Príncipe de Anglona,No disponible,"Fuente, Estanque, Lámina de agua",40.41355233096037,-3.7114916443202848
337,Monumentos,Fuentes de Embajadores,C Embajadores N/A o N/D,"Fuente, Estanque, Lámina de agua",40.4048760919237,-3.7027383892547663
338,Monumentos,Fuentes de la Alcachofa del Parterre,Pº Parterre N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41505596798429,-3.6878162915280175
339,Monumentos,Fuentes de la Bellota,No disponible,"Fuente, Estanque, Lámina de agua",40.41435800191264,-3.6778613385138414
340,Monumentos,Fuentes de la Junta de la Arganzuela,Pº Chopera 10,"Fuente, Estanque, Lámina de agua",40.393144270009934,-3.698610247525609
341,Monumentos,Fuentes de la plaza de Oriente,Pza Oriente N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41858181570797,-3.712558331511591
342,Monumentos,Fuentes estrelladas del Jardín Botánico,Pza Murillo 2,"Fuente, Estanque, Lámina de agua",40.41156555313281,-3.68998474478548
343,Monumentos,Fuentes gemelas de la Puerta del Sol,Pza Sol N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41695981083488,-3.703795271785213
344,Monumentos,Fuentes gemelas de los jardines de Sabatini,No disponible,"Fuente, Estanque, Lámina de agua",40.42009842816923,-3.713517336203058
345,Monumentos,Fuentes gemelas de los jardines del Campo del Moro,No disponible,"Fuente, Estanque, Lámina de agua",40.417340184700834,-3.7195703162803535
346,Monumentos,Fuentes gemelas del parque Fuente del Berro,No disponible,"Fuente, Estanque, Lámina de agua",40.42302335770516,-3.6625531042808
347,Monumentos,Fuentes Lavadero de los jardines de la Virgen del Puerto,Pº Ermita de la Virgen del Puerto N/A o N/D,"Fuente, Estanque, Lámina de agua",40.41603669435192,-3.722008088963377
348,Monumentos,Fuentes menores de Arganzuela,PASEO YESERIAS 1,"Fuente, Estanque, Lámina de agua",40.40060409154897,-3.712719914790534
349,Monumentos,Fuentes neoclásicas en el Paseo del Prado,Pº Prado 4,"Fuente, Estanque, Lámina de agua",40.416542063385016,-3.693913478249776
350,Monumentos,Fuentes piramidales,No disponible,"Fuente, Estanque, Lámina de agua",40.3998032083997,-3.7043471814465914
351,Monumentos,Fuentes playa Arganzuela,Pº Yeserías N/A o N/D,"Fuente, Estanque, Lámina de agua",40.396632965909504,-3.708615101392793
352,Monumentos,Fuente-estanque Paseo del Prado,Pº Prado 20,"Fuente, Estanque, Lámina de agua",40.413229129986,-3.6935140681611234
353,Monumentos,Fundación de la Sociedad General Autores de España (SGAE),Ctra Fernanflor 10,"Elemento conmemorativo, Lápida",40.41670983530544,-3.695977918637559
354,Monumentos,Félix Lope de Vega Carpio,C Huertas 49,"Elemento conmemorativo, Lápida",40.41337094414621,-3.696898212299392
355,Monumentos,Félix Lope de Vega Carpio,Pza Encarnación N/A o N/D,Estatua,40.41960644893689,-3.711484696728996
356,Monumentos,Galería mirador,Pza Gabriel Miró N/A o N/D,Edificación singular,40.41264324199275,-3.715736900198957
357,Monumentos,Galicia en Madrid,Pza Jacinto Benavente N/A o N/D,"Elemento conmemorativo, Lápida",40.4147006924848,-3.7034417078735977
358,Monumentos,Gaspar Melchor de Jovellanos,C Juanelo 18,"Elemento conmemorativo, Lápida",40.41119774497408,-3.706139579854579
359,Monumentos,Gaspar Núñez de Arce,C Cruzada 4,"Elemento conmemorativo, Lápida",40.4165150983408,-3.711687869941691
360,Monumentos,Gaviota,PASEO CASTELLANA 1,Escultura conceptual o abstracta,40.42593095487881,-3.6907524317049822
361,Monumentos,General Francisco Morazán,Pza Honduras N/A o N/D,"Elemento conmemorativo, Lápida",40.41516696403622,-3.6842932023622583
362,Monumentos,General Ibáñez de Ibero,C Jorge Juan 8,"Elemento conmemorativo, Lápida",40.423844159745954,-3.68708062665976
363,Monumentos,General Martínez Campos,Pza Guatemala N/A o N/D,Estatua,40.4177992653548,-3.680960534297373
364,Monumentos,General Vara de Rey y Héroes del Caney,Avda Ciudad de Barcelona 4,Grupo Escultórico,40.4059445498571,-3.6853311611661184
365,Monumentos,Gerardo Diego,C Pío Baroja 4,Estatua,40.413076084198345,-3.675231910170486
366,Monumentos,Germania,CALLE GUZMAN EL BUENO 133,Escultura conceptual o abstracta,40.44298464158624,-3.7126774084733696
367,Monumentos,Gonzalo Ceballos,Pza Cordón 2,"Elemento conmemorativo, Lápida",40.414010362836585,-3.710258888887173
368,Monumentos,Goya,C Felipe IV N/A o N/D,Estatua,40.41498271246368,-3.692541993533297
369,Monumentos,Gregorio Marañón,PASEO CASTELLANA 53,"Elemento conmemorativo, Lápida",40.43831277117768,-3.6914463931724057
370,Monumentos,Guillermo Fernández Shaw,C Claudio Coello 60,"Elemento conmemorativo, Lápida",40.42825568155715,-3.686052723306513
371,Monumentos,Gundemaro,Pº República Argentina N/A o N/D,Estatua,40.41658537956355,-3.6881736870813953
372,Monumentos,Gustavo Adolfo Bécquer,CALLE HUERTAS 20,"Elemento conmemorativo, Lápida",40.41379361833333,-3.700008659688615
373,Monumentos,Gustavo Adolfo Bécquer,No disponible,Grupo Escultórico,40.42357176547589,-3.661179269992396
374,Monumentos,Gómez de la Serna Ramon,C Guillermo Rolland 7,"Elemento conmemorativo, Lápida",40.42051934801246,-3.710999234728821
375,Monumentos,Hércules y la Hidra de Lerna,Pº Duque de Fernán Núñez N/A o N/D,Grupo Escultórico,40.41217927022523,-3.6791477402624775
376,Monumentos,Héroes del Dos de Mayo,C Bailén N/A o N/D,"Elemento conmemorativo, Lápida",40.41856677374049,-3.7135365161792215
377,Monumentos,Héroes Populares del Dos de Mayo,Pza Puerta del Sol 8,"Elemento conmemorativo, Lápida",40.41656372507713,-3.703743996834816
378,Monumentos,Herón,PLAZA COLON 2,Escultura conceptual o abstracta,40.425678496225984,-3.690922550805367
379,Monumentos,Hexaedro o cubo-Tierra,No disponible,Escultura conceptual o abstracta,40.404533073753015,-3.716063455842343
380,Monumentos,Hiberia,CALLE GUZMAN EL BUENO 133,Escultura conceptual o abstracta,40.44298464158624,-3.7126774084733696
381,Monumentos,Hilarión Eslava y Emilio Arrieta,C San Quintín 8,"Elemento conmemorativo, Lápida",40.41961793280311,-3.712545688519894
382,Monumentos,Hipólito Yrigoyen,Gta 12 de octubre de 1492 N/A o N/D,"Elemento conmemorativo, Lápida",40.4176825458034,-3.6824209613411374
383,Monumentos,Hombre Sentado,Pza Paja N/A o N/D,Estatua,40.41270575310821,-3.71144736884946
384,Monumentos,Homenaje a la Mar,Pº Venezuela N/A o N/D,Elemento de ornamentación,40.41593280699205,-3.682756887463322
385,Monumentos,Humanistas Españoles,C Villa 2,"Elemento conmemorativo, Lápida",40.414355688204544,-3.712702332733704
386,Monumentos,Hércules y el León de Nemea,Pº Duque de Fernán Núñez N/A o N/D,Grupo Escultórico,40.41693909639429,-3.680162133022464
387,Monumentos,Héroes del Siete de Julio,C Mayor 24,"Elemento conmemorativo, Lápida",40.41579927053239,-3.707955702518987
388,Monumentos,Icosaedro-Agua,Pº Doctor Vallejo Nájera N/A o N/D,Escultura conceptual o abstracta,40.40098016178486,-3.7048779530617857
389,Monumentos,Iglesia de Montserrat,C San Bernardo 79,"Elemento conmemorativo, Lápida",40.4276822946642,-3.706465215979097
390,Monumentos,Iglesia de San Juan Evangelista,Pza Venecia 1,"Elemento conmemorativo, Lápida",40.4412927129647,-3.662720647770223
391,Monumentos,Iglesia Ntra. Sra. Buena Dicha,C Silva 21,"Elemento conmemorativo, Lápida",40.421621909298345,-3.706024601663225
392,Monumentos,Iglesia Nuestra Señora Buena Dicha. Lápida conmemorativa,C Silva 21,"Elemento conmemorativo, Lápida",40.42163077379216,-3.706048269955585
393,Monumentos,Iglesia parroquial de San Juan,Pza Ramales 1,"Elemento conmemorativo, Lápida",40.41684957189336,-3.711502802763488
394,Monumentos,Iglesia parroquial de Santiago,C Santiago 4,"Elemento conmemorativo, Lápida",40.41671799770715,-3.71092385629567
395,Monumentos,Iglesia San Cayetano,C Embajadores 15,"Elemento conmemorativo, Lápida",40.40948793336222,-3.705827066127012
396,Monumentos,Iglesia San Ginés,CALLE ARENAL 13,"Elemento conmemorativo, Lápida",40.4172817394189,-3.707026633033669
397,Monumentos,Iglesia San Salvador,C Mayor 70,"Elemento conmemorativo, Lápida",40.41561365179237,-3.710311108124026
398,Monumentos,Iglesia Santa María la Real de la Almudena,C Mayor 88,"Elemento conmemorativo, Lápida",40.41518228609503,-3.7130646548176345
399,Monumentos,Ignacio de Valentín-Gamazo,CALLE LUCHANA 1,"Elemento conmemorativo, Lápida",40.42936179973726,-3.7017578195321583
400,Monumentos,Ignacio Zuloaga,Pza Gabriel Miró N/A o N/D,Estatua,40.41246431301354,-3.715534638923739
401,Monumentos,Imax,C Meneses N/A o N/D,"Elemento conmemorativo, Lápida",40.39196471902117,-3.6819020588514975
402,Monumentos,Imprenta Juan de la Cuesta,C Atocha 87,"Elemento conmemorativo, Lápida",40.4114415639542,-3.697137601009699
403,Monumentos,Imprenta Juan de la Cuesta,C San Eugenio 7,"Elemento conmemorativo, Lápida",40.4106893799425,-3.697872350683535
404,Monumentos,Inauguración del Banco España,Pº Prado 2,"Elemento conmemorativo, Lápida",40.41882114029446,-3.6939486815471656
405,Monumentos,Indalecio Prieto,PASEO CASTELLANA 63,"Elemento conmemorativo, Lápida",40.442594415765896,-3.692165207852555
406,Monumentos,Indalecio Prieto Tuero,PLAZA SAN JUAN DE LA CRUZ 1,Estatua,40.440945026222586,-3.693010697595121
407,Monumentos,Instituto Industrial Isabel II,C Doctor Cortezo 4,"Elemento conmemorativo, Lápida",40.41386954576,-3.70382200534378
408,Monumentos,Iris,Pº Castellana N/A o N/D,Escultura conceptual o abstracta,40.42607225372158,-3.689626057456036
409,Monumentos,Isabel la Católica,PASEO CASTELLANA 1,Grupo Escultórico,40.42593095487881,-3.6907524317049822
410,Monumentos,Isabel la Católica,No disponible,Estatua,40.42006696326565,-3.714236043158858
411,Monumentos,Ivo Andric,C Velázquez 27,"Elemento conmemorativo, Lápida",40.42458098974711,-3.684365019839268
412,Monumentos,Jacinto Benavente,CALLE ATOCHA 26,"Elemento conmemorativo, Lápida",40.413550133919486,-3.702039290304875
413,Monumentos,Jaime Balmes,C Leganitos 5,"Elemento conmemorativo, Lápida",40.42090639286598,-3.709588788172129
414,Monumentos,Jaime I El Conquistador,No disponible,Estatua,40.420051057542,-3.7138940366231967
415,Monumentos,Jardines del Maestro Padilla,No disponible,"Elemento conmemorativo, Lápida",40.404400503662735,-3.721447702409671
416,Monumentos,Jarrones de la Fuente de los Patos,Pº Prado N/A o N/D,Elemento de ornamentación,40.41826876434418,-3.692917517297417
417,Monumentos,Jarrones Franceses del Parterre,Pº Parterre N/A o N/D,Elemento de ornamentación,40.41504436437171,-3.688252279970025
418,Monumentos,Jean-Jacques Rousseau,Pza Salesas N/A o N/D,Estatua,40.424386329943296,-3.694347732862085
419,Monumentos,Jesús de Monasterio y Agüeros,C Bailén 11,"Elemento conmemorativo, Lápida",40.4200940728206,-3.712762887878799
420,Monumentos,Jesús Guridi,C Sagasta 12,"Elemento conmemorativo, Lápida",40.42840616120244,-3.700024212145113
421,Monumentos,Joaquín Costa,Pº Pontones 8,Estatua,40.40552432837757,-3.714565481554507
422,Monumentos,Joaquín Costa,C Barquillo 11,"Elemento conmemorativo, Lápida",40.42101752193584,-3.6957511942220216
423,Monumentos,Joaquín Ibarra,C Núñez de Arce 11,"Elemento conmemorativo, Lápida",40.4153537543809,-3.701232606999085
